Update 2280/2441 | Step 4,669,440 | Episodes 23526 | FPS   2231 | Mean reward    424.2 | LR 1.98e-05 | Time   2093s
Update 2285/2441 | Step 4,679,680 | Episodes 23560 | FPS   2230 | Mean reward    361.0 | LR 1.92e-05 | Time   2098s
Update 2290/2441 | Step 4,689,920 | Episodes 23581 | FPS   2230 | Mean reward    517.4 | LR 1.86e-05 | Time   2103s
Update 2295/2441 | Step 4,700,160 | Episodes 23610 | FPS   2230 | Mean reward    366.4 | LR 1.79e-05 | Time   2108s
Update 2300/2441 | Step 4,710,400 | Episodes 23633 | FPS   2229 | Mean reward    444.1 | LR 1.73e-05 | Time   2113s
   ->  Model saved to checkpoints/ant_ppo_4710400.pt
Update 2305/2441 | Step 4,720,640 | Episodes 23664 | FPS   2229 | Mean reward    311.4 | LR 1.67e-05 | Time   2118s
Update 2310/2441 | Step 4,730,880 | Episodes 23689 | FPS   2228 | Mean reward    516.9 | LR 1.61e-05 | Time   2123s
Update 2315/2441 | Step 4,741,120 | Episodes 23713 | FPS   2227 | Mean reward    531.3 | LR 1.55e-05 | Time   2128s
Update 2320/2441 | Step 4,751,360 | Episodes 23740 | FPS   2227 | Mean reward    410.0 | LR 1.49e-05 | Time   2133s
Update 2325/2441 | Step 4,761,600 | Episodes 23762 | FPS   2227 | Mean reward    626.0 | LR 1.43e-05 | Time   2138s
Update 2330/2441 | Step 4,771,840 | Episodes 23784 | FPS   2227 | Mean reward    543.6 | LR 1.36e-05 | Time   2143s
Update 2335/2441 | Step 4,782,080 | Episodes 23807 | FPS   2226 | Mean reward    510.0 | LR 1.30e-05 | Time   2148s
Update 2340/2441 | Step 4,792,320 | Episodes 23834 | FPS   2226 | Mean reward    357.1 | LR 1.24e-05 | Time   2153s
Update 2345/2441 | Step 4,802,560 | Episodes 23861 | FPS   2226 | Mean reward    395.8 | LR 1.18e-05 | Time   2158s
Update 2350/2441 | Step 4,812,800 | Episodes 23884 | FPS   2225 | Mean reward    408.6 | LR 1.12e-05 | Time   2163s
   ->  Model saved to checkpoints/ant_ppo_4812800.pt
Update 2355/2441 | Step 4,823,040 | Episodes 23904 | FPS   2225 | Mean reward    617.7 | LR 1.06e-05 | Time   2168s
Update 2360/2441 | Step 4,833,280 | Episodes 23927 | FPS   2224 | Mean reward    483.9 | LR 9.95e-06 | Time   2173s
Update 2365/2441 | Step 4,843,520 | Episodes 23952 | FPS   2224 | Mean reward    447.3 | LR 9.34e-06 | Time   2178s
Update 2370/2441 | Step 4,853,760 | Episodes 23975 | FPS   2224 | Mean reward    609.3 | LR 8.73e-06 | Time   2183s
Update 2375/2441 | Step 4,864,000 | Episodes 24017 | FPS   2223 | Mean reward    281.0 | LR 8.11e-06 | Time   2188s
Update 2380/2441 | Step 4,874,240 | Episodes 24045 | FPS   2223 | Mean reward    409.7 | LR 7.50e-06 | Time   2193s
Update 2385/2441 | Step 4,884,480 | Episodes 24069 | FPS   2223 | Mean reward    394.6 | LR 6.88e-06 | Time   2198s
Update 2390/2441 | Step 4,894,720 | Episodes 24092 | FPS   2222 | Mean reward    547.9 | LR 6.27e-06 | Time   2202s
Update 2395/2441 | Step 4,904,960 | Episodes 24118 | FPS   2222 | Mean reward    490.0 | LR 5.65e-06 | Time   2207s
Update 2400/2441 | Step 4,915,200 | Episodes 24144 | FPS   2222 | Mean reward    447.8 | LR 5.04e-06 | Time   2212s
   ->  Model saved to checkpoints/ant_ppo_4915200.pt
Update 2405/2441 | Step 4,925,440 | Episodes 24170 | FPS   2222 | Mean reward    518.1 | LR 4.42e-06 | Time   2217s
Update 2410/2441 | Step 4,935,680 | Episodes 24195 | FPS   2221 | Mean reward    467.4 | LR 3.81e-06 | Time   2223s
Update 2415/2441 | Step 4,945,920 | Episodes 24220 | FPS   2220 | Mean reward    529.5 | LR 3.20e-06 | Time   2228s
Update 2420/2441 | Step 4,956,160 | Episodes 24244 | FPS   2220 | Mean reward    530.9 | LR 2.58e-06 | Time   2233s
Update 2425/2441 | Step 4,966,400 | Episodes 24280 | FPS   2219 | Mean reward    332.3 | LR 1.97e-06 | Time   2238s
Update 2430/2441 | Step 4,976,640 | Episodes 24311 | FPS   2219 | Mean reward    345.2 | LR 1.35e-06 | Time   2243s
Update 2435/2441 | Step 4,986,880 | Episodes 24346 | FPS   2219 | Mean reward    267.8 | LR 7.37e-07 | Time   2248s
Update 2440/2441 | Step 4,997,120 | Episodes 24387 | FPS   2218 | Mean reward    280.4 | LR 1.23e-07 | Time   2252s
Training complete. Final model saved to checkpoints/ant_ppo_final.pt
